area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1.1013032157,2769.818459075214
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Artisanal,Discards,Unreported,small scale longline,,0.4606669084
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,0.1090140751,274.1744446031379
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Artisanal,Landings,Reported,small scale seine nets,Fishmeal and fish oil,0.0000545616,7.98605141074674e-07
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Artisanal,Landings,Reported,small scale seine nets,Other,0.0000545616,7.98605141074674e-07
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,5.7050699302,14348.462600897612
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,0.0028553904,4.1793669049574664e-05
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Artisanal,Landings,Reported,small scale gillnets,Other,0.0028553904,4.1793669049574664e-05
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Artisanal,Landings,Reported,small scale lines,Direct human consumption,1.1628168011,2924.527409100159
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Artisanal,Landings,Reported,small scale lines,Fishmeal and fish oil,0.0005819904,8.518454838129856e-06
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Artisanal,Landings,Reported,small scale lines,Other,0.0005819904,8.518454838129856e-06
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Artisanal,Landings,Reported,small scale longline,Direct human consumption,1.0174647009,2558.961482962624
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Artisanal,Landings,Reported,small scale longline,Fishmeal and fish oil,0.0005092416,7.4536479833636255e-06
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Artisanal,Landings,Reported,small scale longline,Other,0.0005092416,7.4536479833636255e-06
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,2.0617783833
"Gulf of Alaska",lme,1950,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,5.2185857702,13124.936884323442
"Gulf of Alaska",lme,1950,"Teuthida","Squids","Cephalopods","Other fishes & inverts","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.0469061508,36.38681316962102
"Gulf of Alaska",lme,1950,"Dendrobranchiata","Shrimps and prawns","Shrimps","Crustaceans","Canada",Industrial,Landings,Reported,other,Direct human consumption,197.9312605078,1045528.5161015617
"Gulf of Alaska",lme,1950,"Dendrobranchiata","Shrimps and prawns","Shrimps","Crustaceans","Canada",Industrial,Landings,Reported,other,Fishmeal and fish oil,0.0990646949,0.001251389585440451
"Gulf of Alaska",lme,1950,"Dendrobranchiata","Shrimps and prawns","Shrimps","Crustaceans","Canada",Industrial,Landings,Reported,other,Other,0.0990646949,0.001251389585440451
"Gulf of Alaska",lme,1950,"Dendrobranchiata","Shrimps and prawns","Shrimps","Crustaceans","United States of America",Industrial,Landings,Reported,bottom trawl,Direct human consumption,1.3081079250,0.19111977934257385
"Gulf of Alaska",lme,1950,"Dendrobranchiata","Shrimps and prawns","Shrimps","Crustaceans","United States of America",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0006547087,9.582814999173433e-06
"Gulf of Alaska",lme,1950,"Dendrobranchiata","Shrimps and prawns","Shrimps","Crustaceans","United States of America",Industrial,Landings,Reported,bottom trawl,Other,0.0006547087,9.582814999173433e-06
"Gulf of Alaska",lme,1950,"Dendrobranchiata","Shrimps and prawns","Shrimps","Crustaceans","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,10.1241962835,1.4791854118141436
"Gulf of Alaska",lme,1950,"Dendrobranchiata","Shrimps and prawns","Shrimps","Crustaceans","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,2.7241857322,0.39801438863572297
"Gulf of Alaska",lme,1950,"Dendrobranchiata","Shrimps and prawns","Shrimps","Crustaceans","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Fishmeal and fish oil,0.0013634563,1.9956585688960225e-05
"Gulf of Alaska",lme,1950,"Dendrobranchiata","Shrimps and prawns","Shrimps","Crustaceans","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Other,0.0013634563,1.9956585688960225e-05
"Gulf of Alaska",lme,1950,"Mytilida","Mussels","Other demersal invertebrates","Molluscs","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.5975155301,0.08729939945666673
"Gulf of Alaska",lme,1950,"Petromyzontidae","Lampreys","Large demersals (>=90 cm)","Other fishes & inverts","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.1763810224,0.025769970072980805
"Gulf of Alaska",lme,1950,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","United States of America",Industrial,Discards,Unreported,bottom trawl,,51.3932170137
"Gulf of Alaska",lme,1950,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.3093005009,111.40940921778781
"Gulf of Alaska",lme,1950,"Rajidae","Stingrays","Large rays (>=90 cm)","Sharks & rays","United States of America",Artisanal,Discards,Unreported,small scale longline,,16.4323974997
"Gulf of Alaska",lme,1950,"Clupeidae","Herrings, sardines, menhadens","Small pelagics (<30 cm)","Herring-likes","United States of America",Industrial,Discards,Unreported,bottom trawl,,1.9973791342
"Gulf of Alaska",lme,1950,"Salmonidae","Salmonids","Large benthopelagics (>=90 cm)","Salmon, smelts, etc","United States of America",Industrial,Discards,Unreported,bottom trawl,,4.0975828534
"Gulf of Alaska",lme,1950,"Osmeridae","Smelts","Small pelagics (<30 cm)","Salmon, smelts, etc","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,5.2127712499,9075.087893495987
"Gulf of Alaska",lme,1950,"Gadidae","Cods, haddocks","Medium demersals (30 - 89 cm)","Cod-likes","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.4987067111,0.07286303733697817
"Gulf of Alaska",lme,1950,"Gadidae","Cods, haddocks","Medium demersals (30 - 89 cm)","Cod-likes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,0.8377956604,0.12240528375551409
"Gulf of Alaska",lme,1950,"Hexagrammidae","Greenlings","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.1856003098,0.02711694468944854
"Gulf of Alaska",lme,1950,"Hexagrammidae","Greenlings","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,0.1670418749
"Gulf of Alaska",lme,1950,"Hexagrammidae","Greenlings","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,5.9421907219,0.8681777381530691
"Gulf of Alaska",lme,1950,"Cottidae","Sculpins","Large reef assoc. fish (>=90 cm)","Scorpionfishes","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.2251483239,898.9448256124039
"Gulf of Alaska",lme,1950,"Cottidae","Sculpins","Large reef assoc. fish (>=90 cm)","Scorpionfishes","United States of America",Recreational,Discards,Unreported,recreational fishing gear,,1.5292728308
"Gulf of Alaska",lme,1950,"Cottidae","Sculpins","Large reef assoc. fish (>=90 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,4.4738753051,17862.744816178314
"Gulf of Alaska",lme,1950,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Canada",Industrial,Landings,Unreported,bottom trawl,Direct human consumption,975.9635382896,1422966.1277965412
"Gulf of Alaska",lme,1950,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Canada",Industrial,Landings,Unreported,bottom trawl,Fishmeal and fish oil,0.4884702394,2.457448506339436
"Gulf of Alaska",lme,1950,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Canada",Industrial,Landings,Unreported,bottom trawl,Other,0.4884702394,2.457448506339436
"Gulf of Alaska",lme,1950,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Canada",Industrial,Landings,Unreported,longline,Direct human consumption,9.2313062343,13459.351268162074
"Gulf of Alaska",lme,1950,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Canada",Industrial,Landings,Unreported,longline,Fishmeal and fish oil,0.0046202734,0.023244167253271344
"Gulf of Alaska",lme,1950,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","Canada",Industrial,Landings,Unreported,longline,Other,0.0046202734,0.023244167253271344
"Gulf of Alaska",lme,1950,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","United States of America",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.0001889018,0.3207766504371269
"Gulf of Alaska",lme,1950,"Scombridae","Mackerels, tunas, bonitos","Medium pelagics (30 - 89 cm)","Perch-likes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,0.0244920991,41.590367581443125
"Gulf of Alaska",lme,1950,"Sebastidae","Rockfishes, rockcods, thornyheads","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Industrial,Discards,Unreported,bottom trawl,,72.8744550913
"Gulf of Alaska",lme,1950,"Sebastidae","Rockfishes, rockcods, thornyheads","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Discards,Unreported,small scale longline,,0.4318113431
"Gulf of Alaska",lme,1950,"Sebastidae","Rockfishes, rockcods, thornyheads","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,mixed gear,Direct human consumption,0.0250845148,0.0036649475493563725
"Gulf of Alaska",lme,1950,"Sebastidae","Rockfishes, rockcods, thornyheads","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,mixed gear,Fishmeal and fish oil,0.0000125548,1.8376179832336627e-07
"Gulf of Alaska",lme,1950,"Sebastidae","Rockfishes, rockcods, thornyheads","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Artisanal,Landings,Reported,mixed gear,Other,0.0000125548,1.8376179832336627e-07
"Gulf of Alaska",lme,1950,"Sebastidae","Rockfishes, rockcods, thornyheads","Medium demersals (30 - 89 cm)","Scorpionfishes","United States of America",Recreational,Landings,Unreported,recreational fishing gear,Direct human consumption,3.5532224695,0.5191399588337061
"Gulf of Alaska",lme,1950,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","United States of America",Industrial,Landings,Reported,bottom trawl,Direct human consumption,0.8021919417,1114.3140993509764
"Gulf of Alaska",lme,1950,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","United States of America",Industrial,Landings,Reported,bottom trawl,Fishmeal and fish oil,0.0004014975,0.003945077652632161
"Gulf of Alaska",lme,1950,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","United States of America",Industrial,Landings,Reported,bottom trawl,Other,0.0004014975,0.003945077652632161
"Gulf of Alaska",lme,1950,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","United States of America",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.0174113912,24.185930679550964
"Gulf of Alaska",lme,1950,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","United States of America",Artisanal,Landings,Reported,small scale gillnets,Fishmeal and fish oil,0.0000087144,8.56270011189671e-05
"Gulf of Alaska",lme,1950,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","United States of America",Artisanal,Landings,Reported,small scale gillnets,Other,0.0000087144,8.56270011189671e-05
"Gulf of Alaska",lme,1950,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,2.0545441606,2853.939820187009
"Gulf of Alaska",lme,1950,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Fishmeal and fish oil,0.0010283004,0.01010398613203809
"Gulf of Alaska",lme,1950,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","United States of America",Artisanal,Landings,Reported,small scale pots or traps,Other,0.0010283004,0.01010398613203809
"Gulf of Alaska",lme,1950,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","United States of America",Artisanal,Landings,Reported,small scale lines,Direct human consumption,0.0174113912,24.185930679550964
"Gulf of Alaska",lme,1950,"Octopodidae","Octopuses","Cephalopods","Other fishes & inverts","United States of America",Artisanal,Landings,Reported,small scale lines,Fishmeal and fish oil,0.0000087144,8.56270011189671e-05
